Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP22	-1	-1	1	18	1	20	276	-3	0
123_GH_VP22	2	4	2	22	2	10	377	2	3
123_GH_VP22	2	-2	3	27	2	15	376	1	0
123_GH_VP22	-1	3	4	11	1	6	275	-3	-2
123_GH_VP22	3	4	5	25	2	25	377	1	0
123_GH_VP22	-1	-3	6	16	1	10	277	-2	3
123_GH_VP22	2	-3	7	24	2	20	376	1	3
123_GH_VP22	-1	0	8	13	1	15	277	-2	1
123_GH_VP22	1	1	9	29	2	6	370	2	-1
123_GH_VP22	-1	-2	10	16	1	10	277	-3	-2
123_GH_VP22	2	0	11	21	2	6	376	1	-3
123_GH_VP22	-1	-2	12	17	1	15	275	-3	4
123_GH_VP22	1	1	13	26	2	10	370	1	4
123_GH_VP22	-1	3	14	14	1	20	275	-3	1
123_GH_VP22	3	3	15	23	2	15	370	2	0
123_GH_VP22	-1	0	16	19	1	6	277	-3	1
123_GH_VP22	2	0	17	28	2	20	377	1	-4
123_GH_VP22	-1	-3	18	12	1	10	276	-2	-4
123_GH_VP22	2	1	1	22	2	10	377	1	-2
123_GH_VP22	-1	1	2	11	1	6	275	-3	-3
123_GH_VP22	-2	1	3	15	1	25	276	-2	0
123_GH_VP22	-1	-2	4	18	1	20	276	-1	2
123_GH_VP22	1	2	5	21	2	6	376	1	0
123_GH_VP22	1	4	6	29	2	6	370	0	-4
123_GH_VP22	1	-1	7	24	2	20	376	2	3
123_GH_VP22	-1	-1	8	13	1	15	277	-3	-1
123_GH_VP22	2	2	9	27	2	15	376	2	2
123_GH_VP22	-1	-3	10	19	1	6	277	-3	-3
123_GH_VP22	-1	1	11	12	1	10	276	-2	-1
123_GH_VP22	1	1	12	26	2	10	370	2	-3
123_GH_VP22	2	1	13	28	2	20	377	2	0
123_GH_VP22	-1	2	14	17	1	15	275	-3	0
123_GH_VP22	1	-3	15	21	2	6	376	1	4
123_GH_VP22	-1	2	16	11	1	6	275	-3	-2
123_GH_VP22	1	-1	17	23	2	15	370	2	-1
123_GH_VP22	-1	0	18	14	1	20	275	-3	2
123_GH_VP22	-1	-3	1	14	1	20	275	-3	2
123_GH_VP22	-1	3	2	11	1	6	275	-2	-1
123_GH_VP22	3	3	3	29	2	6	370	1	1
123_GH_VP22	-1	-4	4	18	1	20	276	-3	1
123_GH_VP22	3	3	5	25	2	25	377	2	-4
123_GH_VP22	-1	2	6	16	1	10	277	-3	4
123_GH_VP22	2	1	7	24	2	20	376	1	2
123_GH_VP22	-1	4	8	13	1	15	277	-3	-4
123_GH_VP22	2	-4	9	27	2	15	376	1	1
123_GH_VP22	-1	-2	10	19	1	6	277	-3	2
123_GH_VP22	-1	0	11	12	1	10	276	-3	-3
123_GH_VP22	3	4	12	26	2	10	370	2	-1
123_GH_VP22	3	-2	13	28	2	20	377	2	3
123_GH_VP22	-1	2	14	17	1	15	275	-3	-2
123_GH_VP22	2	-4	15	21	2	6	376	1	-3
123_GH_VP22	-1	1	16	15	1	25	276	-2	-2
123_GH_VP22	2	3	17	23	2	15	370	1	1
123_GH_VP22	2	4	18	22	2	10	377	2	-4
