Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP85	0	-4	1	18	1	20	276	-3	2
123_GH_VP85	0	-3	2	22	2	10	377	1	-3
123_GH_VP85	0	-4	3	27	2	15	376	2	0
123_GH_VP85	0	-4	4	11	1	6	275	-1	3
123_GH_VP85	0	2	5	25	2	25	377	1	0
123_GH_VP85	0	1	6	16	1	10	277	-2	1
123_GH_VP85	0	-3	7	24	2	20	376	2	1
123_GH_VP85	0	2	8	13	1	15	277	-2	-4
123_GH_VP85	0	2	9	29	2	6	370	0	-2
123_GH_VP85	0	-4	10	16	1	10	277	-1	4
123_GH_VP85	0	1	11	21	2	6	376	2	3
123_GH_VP85	0	2	12	17	1	15	275	-2	-2
123_GH_VP85	0	0	13	26	2	10	370	0	-1
123_GH_VP85	0	1	14	14	1	20	275	-1	4
123_GH_VP85	0	-4	15	23	2	15	370	0	-1
123_GH_VP85	0	1	16	19	1	6	277	-1	-1
123_GH_VP85	0	-2	17	28	2	20	377	1	-4
123_GH_VP85	0	-4	18	12	1	10	276	-2	-4
123_GH_VP85	0	4	1	22	2	10	377	0	4
123_GH_VP85	0	2	2	11	1	6	275	-1	0
123_GH_VP85	0	-1	3	15	1	25	276	-2	2
123_GH_VP85	0	1	4	18	1	20	276	0	-3
123_GH_VP85	0	2	5	21	2	6	376	2	4
123_GH_VP85	0	0	6	29	2	6	370	0	1
123_GH_VP85	0	-3	7	24	2	20	376	1	2
123_GH_VP85	0	2	8	13	1	15	277	-2	2
123_GH_VP85	0	-4	9	27	2	15	376	1	0
123_GH_VP85	0	4	10	19	1	6	277	-2	3
123_GH_VP85	0	3	11	12	1	10	276	-2	4
123_GH_VP85	0	3	12	26	2	10	370	0	1
123_GH_VP85	0	1	13	28	2	20	377	0	-2
123_GH_VP85	0	0	14	17	1	15	275	-1	0
123_GH_VP85	0	-3	15	21	2	6	376	1	3
123_GH_VP85	0	1	16	11	1	6	275	-1	0
123_GH_VP85	0	0	17	23	2	15	370	0	-1
123_GH_VP85	0	-1	18	14	1	20	275	-1	-1
123_GH_VP85	0	-1	1	14	1	20	275	-1	1
123_GH_VP85	0	3	2	11	1	6	275	0	1
123_GH_VP85	0	-1	3	29	2	6	370	0	4
123_GH_VP85	0	-1	4	18	1	20	276	-2	1
123_GH_VP85	0	3	5	25	2	25	377	0	4
123_GH_VP85	0	-4	6	16	1	10	277	-1	-4
123_GH_VP85	0	-3	7	24	2	20	376	1	2
123_GH_VP85	0	-1	8	13	1	15	277	-1	-4
123_GH_VP85	0	3	9	27	2	15	376	1	3
123_GH_VP85	0	2	10	19	1	6	277	-1	-2
123_GH_VP85	0	-4	11	12	1	10	276	-2	2
123_GH_VP85	0	4	12	26	2	10	370	0	-1
123_GH_VP85	0	2	13	28	2	20	377	0	4
123_GH_VP85	0	0	14	17	1	15	275	-1	2
123_GH_VP85	0	-1	15	21	2	6	376	1	1
123_GH_VP85	0	-3	16	15	1	25	276	-1	2
123_GH_VP85	0	-3	17	23	2	15	370	0	4
123_GH_VP85	0	-1	18	22	2	10	377	0	1
