Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP81	0	1	1	18	1	20	276	-2	2
123_GH_VP81	0	-1	2	22	2	10	377	3	3
123_GH_VP81	1	1	3	27	2	15	376	2	4
123_GH_VP81	-1	-3	4	11	1	6	275	-2	0
123_GH_VP81	-1	-3	5	25	2	25	377	2	4
123_GH_VP81	-1	-3	6	16	1	10	277	-2	-3
123_GH_VP81	1	2	7	24	2	20	376	3	1
123_GH_VP81	-1	-4	8	13	1	15	277	-2	4
123_GH_VP81	2	2	9	29	2	6	370	3	1
123_GH_VP81	-1	-4	10	16	1	10	277	-2	3
123_GH_VP81	2	-1	11	21	2	6	376	3	-2
123_GH_VP81	-1	4	12	17	1	15	275	-2	-3
123_GH_VP81	2	3	13	26	2	10	370	3	3
123_GH_VP81	-2	2	14	14	1	20	275	-2	2
123_GH_VP81	2	-2	15	23	2	15	370	3	-4
123_GH_VP81	-2	0	16	19	1	6	277	-2	0
123_GH_VP81	2	3	17	28	2	20	377	4	-1
123_GH_VP81	-2	0	18	12	1	10	276	-3	0
123_GH_VP81	2	-2	1	22	2	10	377	4	-1
123_GH_VP81	-3	-2	2	11	1	6	275	-4	-4
123_GH_VP81	-3	-4	3	15	1	25	276	-1	3
123_GH_VP81	-2	-2	4	18	1	20	276	-1	3
123_GH_VP81	3	-4	5	21	2	6	376	3	-2
123_GH_VP81	2	-3	6	29	2	6	370	3	0
123_GH_VP81	3	4	7	24	2	20	376	2	2
123_GH_VP81	-2	1	8	13	1	15	277	-3	-3
123_GH_VP81	3	-4	9	27	2	15	376	3	2
123_GH_VP81	-3	-4	10	19	1	6	277	-2	-3
123_GH_VP81	-1	1	11	12	1	10	276	-4	-1
123_GH_VP81	3	1	12	26	2	10	370	2	2
123_GH_VP81	3	3	13	28	2	20	377	3	-1
123_GH_VP81	-2	-1	14	17	1	15	275	-3	1
123_GH_VP81	3	-4	15	21	2	6	376	2	-4
123_GH_VP81	-2	-1	16	11	1	6	275	-3	-4
123_GH_VP81	3	2	17	23	2	15	370	3	0
123_GH_VP81	-2	4	18	14	1	20	275	-3	0
123_GH_VP81	-2	-3	1	14	1	20	275	-3	0
123_GH_VP81	-2	3	2	11	1	6	275	-2	3
123_GH_VP81	4	0	3	29	2	6	370	3	1
123_GH_VP81	-2	1	4	18	1	20	276	-4	-1
123_GH_VP81	4	3	5	25	2	25	377	3	4
123_GH_VP81	-1	-3	6	16	1	10	277	-3	-3
123_GH_VP81	3	-4	7	24	2	20	376	3	-1
123_GH_VP81	-2	0	8	13	1	15	277	-3	-3
123_GH_VP81	3	2	9	27	2	15	376	1	-2
123_GH_VP81	-2	0	10	19	1	6	277	-2	-1
123_GH_VP81	-2	4	11	12	1	10	276	-4	-4
123_GH_VP81	3	-3	12	26	2	10	370	2	-2
123_GH_VP81	3	-2	13	28	2	20	377	4	2
123_GH_VP81	-3	-3	14	17	1	15	275	-3	1
123_GH_VP81	3	4	15	21	2	6	376	1	-1
123_GH_VP81	-2	-1	16	15	1	25	276	-3	-3
123_GH_VP81	4	4	17	23	2	15	370	1	4
123_GH_VP81	3	2	18	22	2	10	377	-1	-3
