Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
123_GH_VP42	-1	-3	1	18	1	20	276	-1	-2
123_GH_VP42	2	-1	2	22	2	10	377	1	-2
123_GH_VP42	0	4	3	27	2	15	376	1	4
123_GH_VP42	0	-1	4	11	1	6	275	-1	0
123_GH_VP42	0	-2	5	25	2	25	377	0	3
123_GH_VP42	0	3	6	16	1	10	277	0	-3
123_GH_VP42	1	-1	7	24	2	20	376	0	4
123_GH_VP42	0	-3	8	13	1	15	277	0	-1
123_GH_VP42	0	0	9	29	2	6	370	1	1
123_GH_VP42	0	-2	10	16	1	10	277	-1	-1
123_GH_VP42	0	-1	11	21	2	6	376	0	-3
123_GH_VP42	-1	2	12	17	1	15	275	-2	1
123_GH_VP42	0	0	13	26	2	10	370	0	3
123_GH_VP42	-1	-3	14	14	1	20	275	0	3
123_GH_VP42	0	-4	15	23	2	15	370	0	-4
123_GH_VP42	0	-3	16	19	1	6	277	0	2
123_GH_VP42	0	-2	17	28	2	20	377	2	-1
123_GH_VP42	-1	-1	18	12	1	10	276	-1	1
123_GH_VP42	0	-1	1	22	2	10	377	0	-3
123_GH_VP42	0	4	2	11	1	6	275	-1	-3
123_GH_VP42	0	0	3	15	1	25	276	-1	-4
123_GH_VP42	0	1	4	18	1	20	276	-2	-3
123_GH_VP42	0	-4	5	21	2	6	376	0	3
123_GH_VP42	0	-2	6	29	2	6	370	1	1
123_GH_VP42	0	3	7	24	2	20	376	1	0
123_GH_VP42	-1	2	8	13	1	15	277	0	0
123_GH_VP42	0	0	9	27	2	15	376	2	3
123_GH_VP42	0	0	10	19	1	6	277	-1	1
123_GH_VP42	0	-3	11	12	1	10	276	-1	-3
123_GH_VP42	0	-2	12	26	2	10	370	2	0
123_GH_VP42	0	3	13	28	2	20	377	2	3
123_GH_VP42	0	-2	14	17	1	15	275	0	4
123_GH_VP42	0	2	15	21	2	6	376	1	-2
123_GH_VP42	0	-3	16	11	1	6	275	-1	-2
123_GH_VP42	0	0	17	23	2	15	370	1	2
123_GH_VP42	-1	-1	18	14	1	20	275	0	0
123_GH_VP42	0	2	1	14	1	20	275	-1	-3
123_GH_VP42	0	-3	2	11	1	6	275	-1	-2
123_GH_VP42	0	2	3	29	2	6	370	-1	-4
123_GH_VP42	0	-3	4	18	1	20	276	-1	-3
123_GH_VP42	0	-1	5	25	2	25	377	3	0
123_GH_VP42	0	4	6	16	1	10	277	0	-4
123_GH_VP42	0	0	7	24	2	20	376	2	4
123_GH_VP42	0	1	8	13	1	15	277	-1	-2
123_GH_VP42	0	0	9	27	2	15	376	1	-3
123_GH_VP42	0	3	10	19	1	6	277	0	4
123_GH_VP42	0	-3	11	12	1	10	276	-1	2
123_GH_VP42	0	2	12	26	2	10	370	1	-2
123_GH_VP42	1	1	13	28	2	20	377	1	2
123_GH_VP42	0	0	14	17	1	15	275	0	-2
123_GH_VP42	0	-3	15	21	2	6	376	0	0
123_GH_VP42	0	-3	16	15	1	25	276	-1	0
123_GH_VP42	0	-2	17	23	2	15	370	1	-4
123_GH_VP42	0	-3	18	22	2	10	377	2	-2
