Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
04	-1	2	1	16	1	10	277	-2	0
04	0	-2	2	22	2	10	377	1	-3
04	0	4	3	27	2	15	376	1	1
04	-1	-4	4	11	1	6	275	-1	4
04	0	0	5	25	2	25	377	0	-2
04	0	2	6	18	1	20	276	-2	-1
04	0	2	7	24	2	20	376	2	4
04	0	-4	8	13	1	15	277	-2	3
04	0	-2	9	29	2	25	370	0	2
04	0	-1	10	19	1	25	277	-3	0
04	-1	-3	11	12	1	10	276	-1	-1
04	0	4	12	26	2	10	370	1	4
04	0	-3	13	28	2	20	377	1	4
04	0	-2	14	14	1	20	275	-2	1
04	-1	-2	15	21	2	6	376	0	-2
04	0	4	16	15	1	25	276	0	3
04	-1	2	17	17	1	15	275	-2	3
04	0	-1	18	23	2	15	370	1	4
04	2	4	1	22	2	10	377	2	-4
04	1	1	2	11	1	6	275	-1	-4
04	0	1	3	16	1	10	277	-1	0
04	1	3	4	29	2	25	370	0	-3
04	1	1	5	25	2	25	377	1	-1
04	0	4	6	18	1	20	276	-1	-2
04	0	-4	7	24	2	20	376	0	1
04	-1	-4	8	13	1	15	277	-1	-2
04	1	2	9	27	2	15	376	1	2
04	0	2	10	19	1	25	277	-1	-4
04	-1	1	11	12	1	10	276	-1	-1
04	0	4	12	26	2	10	370	1	2
04	1	3	13	28	2	20	377	2	-2
04	0	-1	14	17	1	15	275	-2	2
04	-1	-4	15	21	2	6	376	0	-2
04	0	-3	16	15	1	25	276	-1	-2
04	0	-4	17	23	2	15	370	0	3
04	0	3	18	14	1	20	275	-3	2
04	0	3	1	19	1	25	277	-1	2
04	0	-3	2	25	2	25	377	1	-2
04	0	4	3	16	1	10	277	-1	3
04	0	0	4	29	2	25	370	0	-4
04	0	1	5	17	1	15	275	-1	0
04	-1	-4	6	18	1	20	276	-2	2
04	0	1	7	22	2	10	377	2	3
04	0	1	8	13	1	15	277	-2	-1
04	0	-3	9	27	2	15	376	1	-1
04	1	2	10	24	2	20	376	1	-3
04	0	-1	11	12	1	10	276	-1	-1
04	0	2	12	26	2	10	370	0	-1
04	0	4	13	15	1	25	276	-1	-1
04	0	0	14	11	1	6	275	-3	4
04	0	3	15	21	2	6	376	1	-3
04	0	-4	16	14	1	20	275	-3	-4
04	0	3	17	23	2	15	370	0	1
04	0	1	18	28	2	20	377	1	3
