Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
54	-1	-1	1	18	1	20	276	-1	0
54	1	-1	2	22	2	10	377	2	-4
54	0	4	3	27	2	15	376	0	1
54	0	-2	4	11	1	6	275	-2	0
54	1	4	5	25	2	25	377	2	-2
54	-1	1	6	16	1	10	277	-1	-2
54	2	-3	7	24	2	20	376	2	-1
54	-1	1	8	13	1	15	277	-2	-4
54	1	0	9	29	2	6	370	2	2
54	-1	3	10	16	1	10	277	0	4
54	2	-3	11	21	2	6	376	1	0
54	-1	-3	12	17	1	15	275	-2	-2
54	1	4	13	26	2	10	370	2	3
54	-1	3	14	14	1	20	275	-2	-4
54	1	2	15	23	2	15	370	2	-3
54	-1	-1	16	19	1	6	277	-1	3
54	1	2	17	28	2	20	377	3	1
54	-1	0	18	12	1	10	276	-1	0
54	3	3	1	22	2	10	377	4	-3
54	-1	-1	2	11	1	6	275	-1	1
54	-1	2	3	15	1	25	276	0	4
54	0	4	4	18	1	20	276	0	-3
54	2	1	5	21	2	6	376	2	4
54	-1	0	6	29	2	6	370	2	0
54	2	-2	7	24	2	20	376	2	-1
54	-2	-4	8	13	1	15	277	-1	3
54	2	-4	9	27	2	15	376	2	-3
54	-1	-4	10	19	1	6	277	-2	0
54	-1	4	11	12	1	10	276	-1	4
54	2	2	12	26	2	10	370	3	-3
54	1	3	13	28	2	20	377	3	-4
54	-1	0	14	17	1	15	275	-2	0
54	2	2	15	21	2	6	376	2	-1
54	-1	-2	16	11	1	6	275	-1	4
54	2	-1	17	23	2	15	370	3	4
54	-1	-2	18	14	1	20	275	-2	4
54	-1	-2	1	14	1	20	275	-1	4
54	-1	0	2	11	1	6	275	-1	-3
54	1	-2	3	29	2	6	370	2	0
54	-1	-3	4	18	1	20	276	-1	4
54	3	-4	5	25	2	25	377	3	-4
54	-1	-2	6	16	1	10	277	-1	-2
54	2	-3	7	24	2	20	376	2	3
54	-1	1	8	13	1	15	277	-2	0
54	2	2	9	27	2	15	376	2	4
54	-1	4	10	19	1	6	277	-1	-4
54	-1	4	11	12	1	10	276	-1	-3
54	1	2	12	26	2	10	370	1	2
54	1	0	13	28	2	20	377	2	4
54	-1	3	14	17	1	15	275	-1	-3
54	0	0	15	21	2	6	376	1	-2
54	-1	-3	16	15	1	25	276	-1	3
54	1	4	17	23	2	15	370	-1	-1
54	0	-2	18	22	2	10	377	0	3
