Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
47	0	4	1	18	1	20	276	-1	-2
47	2	4	2	22	2	10	377	2	1
47	2	0	3	27	2	15	376	2	-2
47	-1	-1	4	11	1	6	275	-1	-1
47	2	3	5	25	2	25	377	2	-2
47	-1	-2	6	16	1	10	277	-1	-2
47	3	3	7	24	2	20	376	2	-3
47	-2	-4	8	13	1	15	277	-2	-3
47	3	-1	9	29	2	6	370	3	0
47	-1	-2	10	16	1	10	277	-1	2
47	2	2	11	21	2	6	376	3	4
47	-3	0	12	17	1	15	275	-3	-2
47	3	-4	13	26	2	10	370	4	2
47	-3	4	14	14	1	20	275	-4	-2
47	2	-3	15	23	2	15	370	4	1
47	-2	3	16	19	1	6	277	-3	4
47	3	-2	17	28	2	20	377	3	-4
47	-1	4	18	12	1	10	276	-2	-3
47	-2	0	1	22	2	10	377	3	0
47	-3	-2	2	11	1	6	275	-3	-4
47	-3	-1	3	15	1	25	276	-4	-4
47	-3	-4	4	18	1	20	276	-2	4
47	3	1	5	21	2	6	376	2	-4
47	2	-2	6	29	2	6	370	2	4
47	3	0	7	24	2	20	376	3	3
47	-3	-3	8	13	1	15	277	-4	-4
47	3	4	9	27	2	15	376	2	1
47	-1	3	10	19	1	6	277	-1	-2
47	-1	-3	11	12	1	10	276	-2	2
47	2	-3	12	26	2	10	370	2	-2
47	2	1	13	28	2	20	377	3	2
47	-2	0	14	17	1	15	275	-3	-3
47	1	4	15	21	2	6	376	2	1
47	-3	1	16	11	1	6	275	-3	-4
47	3	1	17	23	2	15	370	3	4
47	-3	-4	18	14	1	20	275	-4	1
47	-2	4	1	14	1	20	275	-2	-3
47	-2	-4	2	11	1	6	275	-2	-3
47	2	-1	3	29	2	6	370	3	4
47	-2	0	4	18	1	20	276	-3	-1
47	2	-2	5	25	2	25	377	3	-1
47	-2	0	6	16	1	10	277	-3	0
47	3	2	7	24	2	20	376	2	1
47	-1	3	8	13	1	15	277	-2	3
47	2	3	9	27	2	15	376	2	2
47	-1	4	10	19	1	6	277	-2	-1
47	-2	2	11	12	1	10	276	-3	1
47	3	-1	12	26	2	10	370	3	0
47	3	4	13	28	2	20	377	4	-1
47	-3	4	14	17	1	15	275	-4	-1
47	2	0	15	21	2	6	376	3	0
47	-2	4	16	15	1	25	276	-3	4
47	3	-2	17	23	2	15	370	3	3
47	3	-3	18	22	2	10	377	4	-4
