Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
24	0	-4	1	18	1	20	276	-2	1
24	0	-4	2	22	2	10	377	1	4
24	0	-2	3	27	2	15	376	0	-2
24	0	3	4	11	1	6	275	-2	-1
24	0	4	5	25	2	25	377	1	-2
24	0	4	6	16	1	10	277	-1	-3
24	0	-2	7	24	2	20	376	1	1
24	0	1	8	13	1	15	277	-2	-4
24	0	-3	9	29	2	6	370	0	-4
24	0	3	10	16	1	10	277	0	-1
24	0	-1	11	21	2	6	376	0	4
24	0	-2	12	17	1	15	275	-1	4
24	0	-1	13	26	2	10	370	2	0
24	0	-3	14	14	1	20	275	-2	-2
24	0	1	15	23	2	15	370	1	1
24	0	1	16	19	1	6	277	0	-4
24	0	-3	17	28	2	20	377	3	3
24	0	-2	18	12	1	10	276	0	-3
24	0	4	1	22	2	10	377	1	-1
24	0	2	2	11	1	6	275	-1	-2
24	0	3	3	15	1	25	276	0	0
24	0	-1	4	18	1	20	276	0	1
24	0	-2	5	21	2	6	376	1	-4
24	0	-4	6	29	2	6	370	2	1
24	1	4	7	24	2	20	376	1	2
24	0	-1	8	13	1	15	277	-1	0
24	0	-1	9	27	2	15	376	1	0
24	0	-4	10	19	1	6	277	0	3
24	0	-3	11	12	1	10	276	-1	4
24	0	-2	12	26	2	10	370	1	-1
24	0	1	13	28	2	20	377	2	-2
24	0	-1	14	17	1	15	275	-2	1
24	0	0	15	21	2	6	376	1	-2
24	0	-2	16	11	1	6	275	-1	1
24	0	-3	17	23	2	15	370	2	2
24	0	-2	18	14	1	20	275	0	4
24	0	-4	1	14	1	20	275	-1	-2
24	0	2	2	11	1	6	275	-2	-1
24	0	-2	3	29	2	6	370	2	4
24	0	-2	4	18	1	20	276	-1	2
24	0	-3	5	25	2	25	377	2	-1
24	0	-1	6	16	1	10	277	-1	1
24	0	-4	7	24	2	20	376	1	-1
24	0	-3	8	13	1	15	277	-2	1
24	0	3	9	27	2	15	376	2	4
24	0	-4	10	19	1	6	277	-2	1
24	0	-4	11	12	1	10	276	-2	1
24	0	1	12	26	2	10	370	1	3
24	0	-3	13	28	2	20	377	3	-1
24	0	4	14	17	1	15	275	-3	3
24	0	-2	15	21	2	6	376	2	2
24	0	-2	16	15	1	25	276	-2	3
24	0	2	17	23	2	15	370	2	2
24	0	1	18	22	2	10	377	3	-1
