Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
39	0	3	1	18	1	20	276	-3	-1
39	-1	-2	2	22	2	10	377	0	-2
39	3	4	3	27	2	15	376	3	-4
39	0	1	4	11	1	6	275	-3	0
39	0	0	5	25	2	25	377	2	1
39	0	-4	6	16	1	10	277	-4	4
39	-1	-3	7	24	2	20	376	3	-3
39	1	-1	8	13	1	15	277	-4	4
39	1	0	9	29	2	6	370	3	-4
39	1	1	10	16	1	10	277	-4	-4
39	0	3	11	21	2	6	376	2	-4
39	0	-3	12	17	1	15	275	-4	0
39	-1	-1	13	26	2	10	370	2	3
39	1	0	14	14	1	20	275	-4	-4
39	-1	-1	15	23	2	15	370	0	0
39	1	2	16	19	1	6	277	-3	3
39	0	1	17	28	2	20	377	0	1
39	0	1	18	12	1	10	276	-4	3
39	0	-4	1	22	2	10	377	1	-4
39	0	1	2	11	1	6	275	-4	1
39	-1	-2	3	15	1	25	276	-4	0
39	-1	-1	4	18	1	20	276	-3	-4
39	-1	-2	5	21	2	6	376	1	1
39	0	4	6	29	2	6	370	1	0
39	2	-2	7	24	2	20	376	0	-1
39	0	3	8	13	1	15	277	-4	3
39	0	-4	9	27	2	15	376	1	-4
39	1	-3	10	19	1	6	277	-4	-3
39	-1	1	11	12	1	10	276	-4	-1
39	-1	2	12	26	2	10	370	2	-4
39	0	-2	13	28	2	20	377	1	-3
39	0	-4	14	17	1	15	275	-4	3
39	-1	-2	15	21	2	6	376	1	-3
39	0	0	16	11	1	6	275	-4	-4
39	1	3	17	23	2	15	370	3	-1
39	1	-2	18	14	1	20	275	-4	0
39	0	1	1	14	1	20	275	-4	2
39	-1	2	2	11	1	6	275	-4	-3
39	0	4	3	29	2	6	370	0	-3
39	0	-2	4	18	1	20	276	-4	2
39	-1	-1	5	25	2	25	377	0	1
39	1	-3	6	16	1	10	277	-4	2
39	-1	4	7	24	2	20	376	1	-2
39	1	1	8	13	1	15	277	-4	2
39	0	1	9	27	2	15	376	0	2
39	0	2	10	19	1	6	277	-4	-3
39	0	-2	11	12	1	10	276	-4	-1
39	-1	1	12	26	2	10	370	0	-4
39	0	1	13	28	2	20	377	0	-4
39	0	4	14	17	1	15	275	-4	-4
39	0	-2	15	21	2	6	376	0	3
39	0	4	16	15	1	25	276	-4	-2
39	0	-2	17	23	2	15	370	2	-3
39	1	0	18	22	2	10	377	0	3
