Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
30	-3	1	1	18	1	20	276	-4	3
30	3	-2	2	22	2	10	377	4	-3
30	4	-2	3	27	2	15	376	2	-4
30	-2	-2	4	11	1	6	275	-3	-1
30	3	1	5	25	2	25	377	4	-1
30	-3	-2	6	16	1	10	277	-4	-3
30	4	2	7	24	2	20	376	1	-1
30	-4	-3	8	13	1	15	277	-4	2
30	4	-4	9	29	2	6	370	4	-4
30	-3	3	10	16	1	10	277	-3	-1
30	4	2	11	21	2	6	376	1	0
30	-3	4	12	17	1	15	275	-4	-1
30	4	4	13	26	2	10	370	4	2
30	-4	-1	14	14	1	20	275	-4	0
30	4	3	15	23	2	15	370	4	-4
30	-2	-1	16	19	1	6	277	-3	-4
30	3	-4	17	28	2	20	377	4	3
30	-1	3	18	12	1	10	276	-3	-1
30	4	-1	1	22	2	10	377	4	-1
30	-3	3	2	11	1	6	275	-4	2
30	-2	1	3	15	1	25	276	-3	-4
30	-1	0	4	18	1	20	276	-2	4
30	2	-4	5	21	2	6	376	2	-3
30	3	4	6	29	2	6	370	4	3
30	2	-4	7	24	2	20	376	1	-4
30	-3	-3	8	13	1	15	277	-3	4
30	3	-2	9	27	2	15	376	1	-1
30	-1	2	10	19	1	6	277	-3	-1
30	-3	4	11	12	1	10	276	-2	-1
30	3	2	12	26	2	10	370	4	1
30	4	-1	13	28	2	20	377	4	-1
30	-3	1	14	17	1	15	275	-2	0
30	2	-3	15	21	2	6	376	1	3
30	-3	-2	16	11	1	6	275	-2	4
30	2	0	17	23	2	15	370	4	-3
30	-2	4	18	14	1	20	275	-1	2
30	-1	2	1	14	1	20	275	-1	-4
30	-1	-1	2	11	1	6	275	-2	-3
30	2	-3	3	29	2	6	370	2	-4
30	-2	2	4	18	1	20	276	-2	-3
30	2	-1	5	25	2	25	377	3	4
30	-2	-4	6	16	1	10	277	-3	3
30	3	-4	7	24	2	20	376	-1	3
30	-1	-1	8	13	1	15	277	-1	-4
30	2	4	9	27	2	15	376	-1	-1
30	-1	0	10	19	1	6	277	-2	4
30	-1	-2	11	12	1	10	276	-1	3
30	2	2	12	26	2	10	370	3	1
30	2	3	13	28	2	20	377	3	1
30	-1	2	14	17	1	15	275	-2	0
30	2	3	15	21	2	6	376	-1	2
30	-1	1	16	15	1	25	276	-1	1
30	1	-2	17	23	2	15	370	2	0
30	2	0	18	22	2	10	377	3	4
