Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
08	4	-3	1	16	1	10	277	2	2
08	4	-3	2	22	2	10	377	4	-4
08	4	-4	3	27	2	15	376	4	-2
08	4	-3	4	11	1	6	275	2	3
08	4	-3	5	25	2	25	377	4	-4
08	4	2	6	18	1	20	276	1	-3
08	3	1	7	24	2	20	376	4	-2
08	3	-1	8	13	1	15	277	2	1
08	3	0	9	29	2	25	370	4	-1
08	4	1	10	19	1	25	277	4	4
08	4	1	11	12	1	10	276	2	-1
08	4	3	12	26	2	10	370	4	-1
08	4	-3	13	28	2	20	377	4	0
08	4	1	14	14	1	20	275	3	0
08	4	-3	15	21	2	6	376	4	2
08	4	2	16	15	1	25	276	2	0
08	3	3	17	17	1	15	275	4	1
08	4	0	18	23	2	15	370	3	1
08	4	0	1	22	2	10	377	4	3
08	4	1	2	11	1	6	275	3	-3
08	4	3	3	16	1	10	277	3	-4
08	4	-4	4	29	2	25	370	0	4
08	4	2	5	25	2	25	377	4	1
08	3	-4	6	18	1	20	276	1	2
08	4	1	7	24	2	20	376	4	4
08	4	-1	8	13	1	15	277	1	3
08	4	3	9	27	2	15	376	4	-4
08	3	0	10	19	1	25	277	-1	-4
08	3	2	11	12	1	10	276	-1	-3
08	3	0	12	26	2	10	370	3	-4
08	4	-4	13	28	2	20	377	4	-4
08	2	-3	14	17	1	15	275	3	-2
08	3	3	15	21	2	6	376	3	0
08	3	-2	16	15	1	25	276	1	1
08	3	2	17	23	2	15	370	3	-4
08	3	1	18	14	1	20	275	3	-3
08	3	-1	1	19	1	25	277	1	-1
08	4	2	2	25	2	25	377	4	-1
08	3	1	3	16	1	10	277	0	-4
08	3	3	4	29	2	25	370	0	-1
08	2	0	5	17	1	15	275	1	-3
08	3	-3	6	18	1	20	276	-1	0
08	2	-2	7	22	2	10	377	3	-3
08	3	-2	8	13	1	15	277	2	2
08	3	-4	9	27	2	15	376	3	-4
08	3	-3	10	24	2	20	376	0	1
08	3	-1	11	12	1	10	276	1	4
08	3	-3	12	26	2	10	370	0	1
08	2	3	13	15	1	25	276	1	4
08	2	-3	14	11	1	6	275	3	0
08	3	-2	15	21	2	6	376	3	0
08	3	-1	16	14	1	20	275	3	-4
08	3	-2	17	23	2	15	370	0	-3
08	3	-4	18	28	2	20	377	4	4
