Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
22	4	3	1	18	1	20	276	-2	3
22	2	0	2	22	2	10	377	1	-1
22	2	-2	3	27	2	15	376	3	-4
22	3	4	4	11	1	6	275	-2	-1
22	2	-4	5	25	2	25	377	1	-3
22	2	-4	6	16	1	10	277	-2	-2
22	2	-4	7	24	2	20	376	2	-3
22	2	2	8	13	1	15	277	-1	4
22	2	-1	9	29	2	6	370	4	-4
22	4	-1	10	16	1	10	277	0	3
22	3	1	11	21	2	6	376	2	-3
22	3	3	12	17	1	15	275	-1	3
22	2	-4	13	26	2	10	370	4	-2
22	2	-2	14	14	1	20	275	-1	3
22	1	-4	15	23	2	15	370	4	-4
22	2	-2	16	19	1	6	277	0	0
22	2	-4	17	28	2	20	377	1	-1
22	3	0	18	12	1	10	276	-2	-3
22	2	1	1	22	2	10	377	0	2
22	1	-3	2	11	1	6	275	0	2
22	0	1	3	15	1	25	276	-2	-2
22	1	-4	4	18	1	20	276	-1	4
22	1	-4	5	21	2	6	376	2	-3
22	2	2	6	29	2	6	370	4	0
22	3	-1	7	24	2	20	376	0	1
22	1	-3	8	13	1	15	277	-1	-4
22	1	-1	9	27	2	15	376	0	-1
22	1	1	10	19	1	6	277	0	4
22	1	-4	11	12	1	10	276	-1	4
22	2	-3	12	26	2	10	370	4	2
22	2	-4	13	28	2	20	377	1	0
22	2	-3	14	17	1	15	275	-1	4
22	2	4	15	21	2	6	376	2	-2
22	2	-1	16	11	1	6	275	0	2
22	2	-3	17	23	2	15	370	3	-2
22	3	-4	18	14	1	20	275	-1	-1
22	0	3	1	14	1	20	275	0	3
22	1	-3	2	11	1	6	275	0	0
22	0	-2	3	29	2	6	370	2	-2
22	1	2	4	18	1	20	276	0	4
22	1	-1	5	25	2	25	377	2	4
22	2	-3	6	16	1	10	277	0	-2
22	2	-4	7	24	2	20	376	-1	2
22	0	-2	8	13	1	15	277	0	2
22	0	-4	9	27	2	15	376	-1	2
22	0	4	10	19	1	6	277	0	-2
22	0	-3	11	12	1	10	276	-1	-4
22	1	3	12	26	2	10	370	3	-3
22	2	-1	13	28	2	20	377	2	4
22	2	-3	14	17	1	15	275	-1	1
22	0	-4	15	21	2	6	376	1	0
22	1	4	16	15	1	25	276	-1	4
22	0	-4	17	23	2	15	370	3	3
22	0	3	18	22	2	10	377	1	1
