Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
32	-3	1	1	18	1	20	276	-2	3
32	4	-4	2	22	2	10	377	2	1
32	4	2	3	27	2	15	376	2	1
32	-3	4	4	11	1	6	275	-3	-2
32	4	0	5	25	2	25	377	2	1
32	-3	4	6	16	1	10	277	-4	-1
32	4	0	7	24	2	20	376	3	-4
32	-3	-1	8	13	1	15	277	-4	1
32	4	-3	9	29	2	6	370	3	4
32	-3	1	10	16	1	10	277	-4	3
32	4	3	11	21	2	6	376	3	-1
32	-3	4	12	17	1	15	275	-3	-2
32	4	-1	13	26	2	10	370	3	3
32	-3	-4	14	14	1	20	275	-4	-4
32	4	-3	15	23	2	15	370	3	-3
32	-3	-1	16	19	1	6	277	-4	2
32	4	-3	17	28	2	20	377	4	2
32	-3	3	18	12	1	10	276	-4	1
32	4	1	1	22	2	10	377	4	-2
32	-3	4	2	11	1	6	275	-4	2
32	-3	-4	3	15	1	25	276	-3	4
32	-3	2	4	18	1	20	276	-4	-4
32	4	4	5	21	2	6	376	3	1
32	4	-1	6	29	2	6	370	4	4
32	4	2	7	24	2	20	376	3	1
32	-4	-3	8	13	1	15	277	-4	-3
32	4	2	9	27	2	15	376	3	-3
32	-3	2	10	19	1	6	277	-4	4
32	-4	-4	11	12	1	10	276	-4	-1
32	4	-4	12	26	2	10	370	3	-3
32	4	-2	13	28	2	20	377	4	3
32	-4	4	14	17	1	15	275	-4	2
32	4	-4	15	21	2	6	376	3	2
32	-3	2	16	11	1	6	275	-4	3
32	4	1	17	23	2	15	370	3	2
32	-4	1	18	14	1	20	275	-3	-3
32	-4	4	1	14	1	20	275	-4	-2
32	-4	3	2	11	1	6	275	-4	0
32	4	0	3	29	2	6	370	4	3
32	-4	0	4	18	1	20	276	-4	3
32	4	-3	5	25	2	25	377	3	0
32	-4	0	6	16	1	10	277	-4	2
32	4	1	7	24	2	20	376	3	2
32	-3	0	8	13	1	15	277	-4	-3
32	4	-4	9	27	2	15	376	3	0
32	-4	-4	10	19	1	6	277	-4	-1
32	-3	1	11	12	1	10	276	-4	-4
32	4	3	12	26	2	10	370	4	-4
32	4	4	13	28	2	20	377	4	-3
32	-3	2	14	17	1	15	275	-4	2
32	4	4	15	21	2	6	376	3	2
32	-3	-3	16	15	1	25	276	-4	-4
32	4	-4	17	23	2	15	370	3	0
32	4	-1	18	22	2	10	377	4	-2
