Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
68	0	3	1	18	1	20	276	-2	1
68	1	3	2	22	2	10	377	3	1
68	2	0	3	27	2	15	376	0	-1
68	-1	-3	4	11	1	6	275	-2	2
68	0	-3	5	25	2	25	377	1	0
68	-1	3	6	16	1	10	277	-2	2
68	2	-1	7	24	2	20	376	0	-4
68	-2	4	8	13	1	15	277	-2	4
68	1	-1	9	29	2	6	370	0	-3
68	-1	1	10	16	1	10	277	-2	-1
68	1	-1	11	21	2	6	376	1	2
68	-2	0	12	17	1	15	275	-1	0
68	0	-3	13	26	2	10	370	0	4
68	-1	-3	14	14	1	20	275	-2	-3
68	1	0	15	23	2	15	370	0	-1
68	-1	-3	16	19	1	6	277	-1	-2
68	1	3	17	28	2	20	377	2	-3
68	-1	2	18	12	1	10	276	-2	-1
68	1	-3	1	22	2	10	377	2	-3
68	-1	-2	2	11	1	6	275	-2	-3
68	-2	-4	3	15	1	25	276	-2	-4
68	1	-3	4	18	1	20	276	-2	-2
68	2	2	5	21	2	6	376	2	-4
68	1	-4	6	29	2	6	370	1	-2
68	2	-3	7	24	2	20	376	2	4
68	-2	-4	8	13	1	15	277	-2	1
68	2	2	9	27	2	15	376	3	-3
68	-2	1	10	19	1	6	277	-1	-4
68	-1	0	11	12	1	10	276	-2	-2
68	2	-4	12	26	2	10	370	1	-2
68	2	-4	13	28	2	20	377	2	0
68	-1	4	14	17	1	15	275	-1	1
68	2	-2	15	21	2	6	376	3	3
68	-1	-3	16	11	1	6	275	-1	3
68	1	-1	17	23	2	15	370	1	-2
68	-1	0	18	14	1	20	275	-1	-2
68	-2	-3	1	14	1	20	275	-1	3
68	-2	-3	2	11	1	6	275	-1	0
68	2	2	3	29	2	6	370	1	-4
68	-1	1	4	18	1	20	276	-2	1
68	1	-1	5	25	2	25	377	1	4
68	-1	-1	6	16	1	10	277	-1	3
68	1	1	7	24	2	20	376	1	-4
68	-1	-4	8	13	1	15	277	0	0
68	0	-3	9	27	2	15	376	1	-4
68	-1	-2	10	19	1	6	277	0	0
68	0	0	11	12	1	10	276	-1	-3
68	2	2	12	26	2	10	370	1	0
68	1	-4	13	28	2	20	377	1	-3
68	-1	3	14	17	1	15	275	-1	-2
68	2	3	15	21	2	6	376	2	2
68	-1	0	16	15	1	25	276	-2	3
68	1	-3	17	23	2	15	370	1	-4
68	2	2	18	22	2	10	377	1	1
