Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
16	0	2	1	18	1	20	276	-3	-2
16	1	-4	2	22	2	10	377	1	-2
16	1	4	3	27	2	15	376	1	-2
16	-2	-2	4	11	1	6	275	-3	-3
16	1	3	5	25	2	25	377	1	3
16	-1	-1	6	16	1	10	277	-2	0
16	1	-3	7	24	2	20	376	1	-3
16	-1	-4	8	13	1	15	277	-2	2
16	1	-4	9	29	2	6	370	1	1
16	1	4	10	16	1	10	277	-1	-3
16	0	4	11	21	2	6	376	0	-3
16	-1	-1	12	17	1	15	275	-2	0
16	1	0	13	26	2	10	370	1	4
16	-1	-3	14	14	1	20	275	-2	-4
16	1	2	15	23	2	15	370	1	-1
16	-1	-3	16	19	1	6	277	-2	-4
16	0	0	17	28	2	20	377	1	1
16	-1	-3	18	12	1	10	276	-1	4
16	0	-3	1	22	2	10	377	1	-1
16	-1	-3	2	11	1	6	275	-2	4
16	-1	3	3	15	1	25	276	-1	4
16	-1	1	4	18	1	20	276	-1	2
16	1	3	5	21	2	6	376	1	1
16	0	3	6	29	2	6	370	1	3
16	0	-2	7	24	2	20	376	0	-4
16	-1	3	8	13	1	15	277	-1	-3
16	0	-2	9	27	2	15	376	0	-2
16	-1	0	10	19	1	6	277	-2	2
16	-1	1	11	12	1	10	276	-1	-4
16	0	-1	12	26	2	10	370	0	4
16	0	-4	13	28	2	20	377	0	3
16	-1	2	14	17	1	15	275	-2	-3
16	0	3	15	21	2	6	376	0	-2
16	-1	-2	16	11	1	6	275	-2	1
16	0	-1	17	23	2	15	370	0	-2
16	-1	4	18	14	1	20	275	-1	-4
16	-1	2	1	14	1	20	275	-2	0
16	-1	-3	2	11	1	6	275	-2	3
16	0	1	3	29	2	6	370	0	-1
16	-1	4	4	18	1	20	276	-2	2
16	0	2	5	25	2	25	377	0	4
16	-1	-4	6	16	1	10	277	-3	-2
16	0	3	7	24	2	20	376	0	-3
16	-2	-1	8	13	1	15	277	-2	-2
16	0	-4	9	27	2	15	376	0	-4
16	-2	-1	10	19	1	6	277	-2	-3
16	-1	-4	11	12	1	10	276	-2	1
16	0	3	12	26	2	10	370	0	1
16	0	-4	13	28	2	20	377	0	-4
16	-1	-4	14	17	1	15	275	-3	0
16	0	1	15	21	2	6	376	0	0
16	-1	-1	16	15	1	25	276	-2	-4
16	0	0	17	23	2	15	370	0	-3
16	0	-1	18	22	2	10	377	0	2
