Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
15	0	0	1	18	1	20	276	-2	4
15	2	-3	2	22	2	10	377	2	-3
15	0	-4	3	27	2	15	376	-1	1
15	-1	3	4	11	1	6	275	-3	-2
15	1	4	5	25	2	25	377	2	3
15	0	-4	6	16	1	10	277	-4	-1
15	1	0	7	24	2	20	376	-1	0
15	0	4	8	13	1	15	277	-4	3
15	2	2	9	29	2	6	370	3	3
15	0	3	10	16	1	10	277	-3	-4
15	2	-3	11	21	2	6	376	2	-1
15	-1	0	12	17	1	15	275	-4	0
15	2	-3	13	26	2	10	370	3	-1
15	-2	1	14	14	1	20	275	-4	-4
15	2	1	15	23	2	15	370	3	4
15	-2	3	16	19	1	6	277	-4	4
15	2	1	17	28	2	20	377	2	0
15	-2	1	18	12	1	10	276	-4	0
15	0	3	1	22	2	10	377	2	4
15	-1	2	2	11	1	6	275	-4	0
15	-2	4	3	15	1	25	276	-4	-3
15	-1	4	4	18	1	20	276	-4	0
15	1	-3	5	21	2	6	376	-1	-4
15	2	-2	6	29	2	6	370	2	2
15	2	-3	7	24	2	20	376	-1	2
15	0	-3	8	13	1	15	277	-4	1
15	0	-4	9	27	2	15	376	-1	-4
15	0	-2	10	19	1	6	277	-4	0
15	0	3	11	12	1	10	276	-4	0
15	1	-1	12	26	2	10	370	2	-2
15	1	3	13	28	2	20	377	2	-1
15	0	-1	14	17	1	15	275	-4	-3
15	1	1	15	21	2	6	376	-1	0
15	0	-3	16	11	1	6	275	-4	1
15	1	0	17	23	2	15	370	2	-2
15	0	3	18	14	1	20	275	-4	1
15	0	-3	1	14	1	20	275	-4	-4
15	0	4	2	11	1	6	275	-4	4
15	1	-1	3	29	2	6	370	3	4
15	0	2	4	18	1	20	276	-4	-3
15	1	0	5	25	2	25	377	2	3
15	0	-2	6	16	1	10	277	-1	1
15	0	-4	7	24	2	20	376	1	-1
15	0	3	8	13	1	15	277	-4	0
15	1	1	9	27	2	15	376	-1	2
15	0	-4	10	19	1	6	277	-4	-4
15	0	-4	11	12	1	10	276	-4	0
15	1	-2	12	26	2	10	370	3	-1
15	1	-1	13	28	2	20	377	2	-3
15	0	-4	14	17	1	15	275	-4	-1
15	0	3	15	21	2	6	376	-1	4
15	0	-3	16	15	1	25	276	-4	1
15	0	-4	17	23	2	15	370	3	-2
15	0	-3	18	22	2	10	377	2	-1
