Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
43	-1	-1	1	18	1	20	276	-2	-1
43	-1	4	2	22	2	10	377	0	-2
43	0	1	3	27	2	15	376	0	-1
43	0	-2	4	11	1	6	275	-1	1
43	0	3	5	25	2	25	377	1	1
43	1	3	6	16	1	10	277	-1	2
43	0	2	7	24	2	20	376	0	-1
43	0	2	8	13	1	15	277	0	4
43	0	-3	9	29	2	6	370	0	-4
43	0	4	10	16	1	10	277	-1	-1
43	1	1	11	21	2	6	376	1	4
43	0	-2	12	17	1	15	275	-1	2
43	0	3	13	26	2	10	370	0	3
43	0	2	14	14	1	20	275	-1	3
43	0	2	15	23	2	15	370	0	4
43	0	0	16	19	1	6	277	-1	-4
43	-1	3	17	28	2	20	377	1	-2
43	0	3	18	12	1	10	276	-1	2
43	0	2	1	22	2	10	377	1	4
43	1	3	2	11	1	6	275	0	1
43	0	-3	3	15	1	25	276	-2	-4
43	-1	3	4	18	1	20	276	-1	-3
43	0	4	5	21	2	6	376	0	-4
43	0	2	6	29	2	6	370	0	3
43	0	-2	7	24	2	20	376	0	1
43	0	-2	8	13	1	15	277	-1	-3
43	0	-2	9	27	2	15	376	0	0
43	0	-1	10	19	1	6	277	-1	-2
43	0	-2	11	12	1	10	276	-1	-4
43	0	-2	12	26	2	10	370	0	2
43	0	2	13	28	2	20	377	0	-2
43	0	-2	14	17	1	15	275	-2	-3
43	0	-1	15	21	2	6	376	0	0
43	0	4	16	11	1	6	275	-1	-1
43	0	-1	17	23	2	15	370	0	0
43	0	2	18	14	1	20	275	-1	-1
43	0	0	1	14	1	20	275	-1	0
43	0	1	2	11	1	6	275	-2	4
43	-1	3	3	29	2	6	370	0	0
43	0	1	4	18	1	20	276	-1	-4
43	0	1	5	25	2	25	377	1	3
43	1	0	6	16	1	10	277	0	-4
43	0	2	7	24	2	20	376	0	1
43	0	2	8	13	1	15	277	-1	2
43	0	-1	9	27	2	15	376	0	3
43	0	-3	10	19	1	6	277	-1	-2
43	0	-4	11	12	1	10	276	-2	-2
43	0	-1	12	26	2	10	370	0	1
43	0	-3	13	28	2	20	377	0	0
43	0	1	14	17	1	15	275	-1	0
43	0	4	15	21	2	6	376	0	-2
43	0	-4	16	15	1	25	276	-1	-1
43	-1	0	17	23	2	15	370	-1	0
43	0	2	18	22	2	10	377	0	1
