Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
75	-1	2	1	18	1	20	276	0	2
75	3	3	2	22	2	10	377	3	-2
75	3	4	3	27	2	15	376	3	-3
75	-1	-4	4	11	1	6	275	-1	0
75	2	3	5	25	2	25	377	2	-1
75	-1	-2	6	16	1	10	277	-1	2
75	2	2	7	24	2	20	376	2	-3
75	0	-3	8	13	1	15	277	0	-2
75	2	-3	9	29	2	6	370	4	2
75	0	-2	10	16	1	10	277	0	-2
75	3	2	11	21	2	6	376	3	3
75	0	-3	12	17	1	15	275	-2	4
75	2	-1	13	26	2	10	370	4	-3
75	-1	2	14	14	1	20	275	-3	-4
75	3	1	15	23	2	15	370	4	3
75	-2	1	16	19	1	6	277	-1	-4
75	4	-4	17	28	2	20	377	2	-2
75	-2	0	18	12	1	10	276	0	4
75	4	2	1	22	2	10	377	2	1
75	-2	0	2	11	1	6	275	-3	-3
75	-2	2	3	15	1	25	276	-1	1
75	-1	-3	4	18	1	20	276	0	-2
75	3	-3	5	21	2	6	376	3	-2
75	3	-2	6	29	2	6	370	4	4
75	4	-4	7	24	2	20	376	3	3
75	-1	0	8	13	1	15	277	-1	1
75	3	3	9	27	2	15	376	3	1
75	-1	-4	10	19	1	6	277	-1	-4
75	-1	-4	11	12	1	10	276	0	-4
75	3	2	12	26	2	10	370	4	-2
75	4	2	13	28	2	20	377	2	3
75	-1	2	14	17	1	15	275	-3	-1
75	3	-1	15	21	2	6	376	3	-4
75	-2	0	16	11	1	6	275	-3	3
75	3	-3	17	23	2	15	370	4	-3
75	-2	-1	18	14	1	20	275	-2	1
75	-2	-1	1	14	1	20	275	-2	3
75	-1	3	2	11	1	6	275	-1	2
75	4	4	3	29	2	6	370	4	-3
75	-1	3	4	18	1	20	276	0	4
75	3	3	5	25	2	25	377	2	0
75	0	1	6	16	1	10	277	0	-2
75	3	-4	7	24	2	20	376	3	-4
75	0	3	8	13	1	15	277	0	2
75	3	2	9	27	2	15	376	3	-3
75	-1	1	10	19	1	6	277	0	-2
75	-1	-4	11	12	1	10	276	1	4
75	3	-3	12	26	2	10	370	4	0
75	3	-2	13	28	2	20	377	2	4
75	-1	3	14	17	1	15	275	-3	-3
75	3	1	15	21	2	6	376	3	0
75	-2	-1	16	15	1	25	276	0	-3
75	3	-3	17	23	2	15	370	4	-4
75	3	2	18	22	2	10	377	2	1
