Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
19	-1	2	1	18	1	20	276	-3	3
19	3	1	2	22	2	10	377	0	1
19	1	-2	3	27	2	15	376	2	1
19	-2	-1	4	11	1	6	275	-3	0
19	3	2	5	25	2	25	377	1	3
19	-3	-3	6	16	1	10	277	-2	1
19	4	-2	7	24	2	20	376	4	0
19	-4	0	8	13	1	15	277	-3	-2
19	4	1	9	29	2	6	370	0	-4
19	-4	-2	10	16	1	10	277	0	-1
19	2	-3	11	21	2	6	376	2	3
19	-3	-1	12	17	1	15	275	-4	0
19	4	1	13	26	2	10	370	4	4
19	-4	-4	14	14	1	20	275	-2	-3
19	2	-2	15	23	2	15	370	0	-4
19	-2	4	16	19	1	6	277	-1	4
19	1	-2	17	28	2	20	377	1	-3
19	-2	-4	18	12	1	10	276	-2	3
19	1	-4	1	22	2	10	377	0	2
19	-1	-4	2	11	1	6	275	-1	-4
19	-1	0	3	15	1	25	276	-2	-4
19	-1	1	4	18	1	20	276	-1	-2
19	0	4	5	21	2	6	376	0	-1
19	0	0	6	29	2	6	370	0	0
19	0	1	7	24	2	20	376	0	-1
19	-2	3	8	13	1	15	277	-3	2
19	4	-1	9	27	2	15	376	4	2
19	-2	-4	10	19	1	6	277	-2	4
19	-1	-4	11	12	1	10	276	-1	1
19	1	3	12	26	2	10	370	0	1
19	2	-3	13	28	2	20	377	0	0
19	-1	0	14	17	1	15	275	-4	2
19	4	-4	15	21	2	6	376	4	1
19	-3	-1	16	11	1	6	275	-4	3
19	2	0	17	23	2	15	370	3	1
19	-4	-1	18	14	1	20	275	-4	-2
19	-3	4	1	14	1	20	275	-1	2
19	-2	-3	2	11	1	6	275	-1	-3
19	4	4	3	29	2	6	370	4	-2
19	-1	1	4	18	1	20	276	-2	0
19	4	-3	5	25	2	25	377	2	3
19	-3	-1	6	16	1	10	277	1	-1
19	3	4	7	24	2	20	376	3	3
19	-1	-2	8	13	1	15	277	-2	4
19	1	-3	9	27	2	15	376	2	4
19	-3	3	10	19	1	6	277	-4	2
19	-3	-4	11	12	1	10	276	-4	2
19	-1	1	12	26	2	10	370	1	2
19	-1	-1	13	28	2	20	377	-1	-1
19	-3	3	14	17	1	15	275	-4	-2
19	-2	1	15	21	2	6	376	-1	2
19	-3	2	16	15	1	25	276	-3	2
19	-1	2	17	23	2	15	370	1	4
19	1	4	18	22	2	10	377	3	0
