Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
60	-2	2	1	18	1	20	276	-2	3
60	3	2	2	22	2	10	377	3	4
60	3	-3	3	27	2	15	376	2	2
60	-2	1	4	11	1	6	275	-2	1
60	2	-4	5	25	2	25	377	3	1
60	-2	-4	6	16	1	10	277	0	4
60	2	3	7	24	2	20	376	2	0
60	-1	-2	8	13	1	15	277	0	-2
60	2	3	9	29	2	6	370	2	1
60	-1	4	10	16	1	10	277	0	0
60	0	3	11	21	2	6	376	2	2
60	-2	4	12	17	1	15	275	-2	-2
60	2	-4	13	26	2	10	370	3	2
60	-2	2	14	14	1	20	275	-2	-3
60	2	-1	15	23	2	15	370	2	0
60	-2	-2	16	19	1	6	277	0	0
60	2	2	17	28	2	20	377	2	0
60	-2	4	18	12	1	10	276	-3	1
60	2	1	1	22	2	10	377	2	0
60	-1	2	2	11	1	6	275	-2	-3
60	-1	1	3	15	1	25	276	-3	2
60	-2	-2	4	18	1	20	276	-3	-1
60	3	-1	5	21	2	6	376	3	-1
60	3	0	6	29	2	6	370	3	3
60	3	-1	7	24	2	20	376	4	3
60	-2	-4	8	13	1	15	277	-1	2
60	2	-2	9	27	2	15	376	4	1
60	-2	4	10	19	1	6	277	0	3
60	-1	3	11	12	1	10	276	-3	4
60	3	0	12	26	2	10	370	4	3
60	3	1	13	28	2	20	377	3	0
60	-2	-3	14	17	1	15	275	-2	-1
60	2	3	15	21	2	6	376	3	-3
60	-2	-2	16	11	1	6	275	0	0
60	3	2	17	23	2	15	370	3	1
60	-2	0	18	14	1	20	275	-1	-4
60	-2	-3	1	14	1	20	275	-2	-1
60	-2	-4	2	11	1	6	275	-2	0
60	3	-2	3	29	2	6	370	4	-4
60	-2	4	4	18	1	20	276	-3	4
60	4	2	5	25	2	25	377	3	0
60	-3	2	6	16	1	10	277	-2	2
60	2	-3	7	24	2	20	376	3	0
60	-2	-3	8	13	1	15	277	-1	3
60	3	1	9	27	2	15	376	3	-3
60	-1	-1	10	19	1	6	277	0	-1
60	-1	2	11	12	1	10	276	-3	-3
60	3	0	12	26	2	10	370	4	1
60	2	-1	13	28	2	20	377	3	-1
60	-1	0	14	17	1	15	275	-2	4
60	2	3	15	21	2	6	376	3	3
60	-2	0	16	15	1	25	276	-3	1
60	3	1	17	23	2	15	370	4	-3
60	3	3	18	22	2	10	377	3	-1
