Subject	Rating1	Rating1_StartPosition	Trial	Trial_No	Condition	Anticipation	IADS	Rating2	Rating2_StartPosition1
76	0	3	1	18	1	20	276	-2	-3
76	0	-3	2	22	2	10	377	2	2
76	0	4	3	27	2	15	376	3	1
76	-1	4	4	11	1	6	275	-3	-3
76	0	0	5	25	2	25	377	1	-3
76	-1	4	6	16	1	10	277	-3	0
76	0	4	7	24	2	20	376	3	-4
76	-1	-1	8	13	1	15	277	-2	0
76	0	-1	9	29	2	6	370	1	2
76	-1	4	10	16	1	10	277	-2	3
76	0	-2	11	21	2	6	376	2	-2
76	-1	-3	12	17	1	15	275	-2	-1
76	0	3	13	26	2	10	370	1	4
76	-1	3	14	14	1	20	275	-2	1
76	0	4	15	23	2	15	370	1	1
76	-1	3	16	19	1	6	277	-3	-1
76	0	-1	17	28	2	20	377	3	2
76	-1	1	18	12	1	10	276	-3	-2
76	0	3	1	22	2	10	377	2	-4
76	-1	3	2	11	1	6	275	-3	-2
76	-1	3	3	15	1	25	276	-3	-2
76	-1	-1	4	18	1	20	276	-2	-4
76	0	0	5	21	2	6	376	2	-2
76	0	0	6	29	2	6	370	1	-2
76	0	3	7	24	2	20	376	2	3
76	0	-3	8	13	1	15	277	-2	3
76	0	-4	9	27	2	15	376	2	2
76	0	-2	10	19	1	6	277	-2	-2
76	0	-1	11	12	1	10	276	-1	1
76	0	-3	12	26	2	10	370	1	4
76	0	4	13	28	2	20	377	3	-1
76	-1	0	14	17	1	15	275	-2	-1
76	0	0	15	21	2	6	376	2	-2
76	0	-3	16	11	1	6	275	-2	1
76	0	1	17	23	2	15	370	1	3
76	-1	-1	18	14	1	20	275	-2	-2
76	-1	-3	1	14	1	20	275	-2	2
76	0	-3	2	11	1	6	275	-1	-2
76	0	-3	3	29	2	6	370	1	-3
76	0	-2	4	18	1	20	276	-3	2
76	0	-4	5	25	2	25	377	2	-4
76	0	4	6	16	1	10	277	-2	0
76	0	-1	7	24	2	20	376	2	-4
76	0	1	8	13	1	15	277	-2	3
76	0	1	9	27	2	15	376	2	0
76	0	-2	10	19	1	6	277	-2	-4
76	0	2	11	12	1	10	276	-2	0
76	0	0	12	26	2	10	370	2	2
76	0	-3	13	28	2	20	377	2	3
76	0	3	14	17	1	15	275	-2	-1
76	0	0	15	21	2	6	376	3	3
76	0	-4	16	15	1	25	276	-2	-2
76	0	-2	17	23	2	15	370	1	3
76	0	-3	18	22	2	10	377	2	3
